,Unnamed: 0,District,Latitude,longitude,ACTIVE CASES,CONFIRMED CASES,DECEASED CASES,RECOVERED CASES
327,327,Imphal East,24.85154025,94.00947958,750,777,11,16
328,328,Imphal West,24.757326000000003,93.85847858,1865,1925,8,52
329,329,Jiribam,24.6778472,93.15490009,145,147,0,2
330,330,Kakching,24.38904015,93.88013240000001,196,223,0,27
331,331,Kamjong,24.840976899999998,94.52830741,142,159,0,17
332,332,Kangpokpi,25.1524326,93.9714932,324,345,2,19
333,333,Noney,24.8625867,93.6237454,53,71,0,18
334,334,Pherzawl,24.259565300000002,93.19060040000001,18,33,0,15
335,335,Senapati,25.380439600000003,94.05698542,251,272,0,21
336,336,Tamenglong,24.935401300000002,93.56791112,234,266,0,32
337,337,Tengnoupal,24.31392145,94.23756082,69,82,0,13
338,338,Thoubal,24.624587,94.04247928,765,801,13,23
339,339,Ukhrul,25.10926685,94.38239282,290,308,0,18
340,340,Agar Malwa,23.934296300000003,76.14523314,66,292,6,220
341,341,Alirajpur,22.28593955,74.35468609,223,835,9,603
342,342,Anuppur,23.03525965,81.38844385,56,530,5,469
343,343,Ashoknagar,24.576189000000003,77.7302895,92,312,12,208
344,344,Balaghat,21.966667,80.333333,222,536,1,313
345,345,Barwani,21.75194325,74.89175175,191,1398,16,1191
346,346,Betul,21.879616199999997,77.87568125,333,1071,22,716
347,347,Bhind,26.5,78.75,63,699,5,631
348,348,Bhopal,23.258485699999998,77.401989,1800,12945,321,10824
349,349,Burhanpur,26.269721500000003,82.99442537,40,611,25,546
350,350,Chhatarpur,24.75,79.75,114,806,19,673
351,351,Chhindwara,22.13983105,78.80964495,201,679,14,464
352,352,Damoh,23.75,79.583333,338,1008,20,650
353,353,Datia,25.75,78.5,147,935,10,778
354,354,Dewas,23.0,76.166667,131,924,17,776
355,355,Dhar,22.5,75.25,393,1335,19,923
356,356,Dindori,20.25527235,73.80730056,83,252,0,169
357,357,Guna,24.5,77.5,102,443,10,331
358,358,Gwalior,26.2037247,78.1573628,2037,7484,81,5366
359,359,Harda,22.3388828,77.09299329999999,109,597,14,474
360,360,Hoshangabad,22.600150199999998,77.92664521,297,860,23,540
361,361,Indore,22.7203616,75.8681996,4776,16431,451,11204
362,362,Jabalpur,23.1608938,79.9497702,1266,6018,108,4644
363,363,Jhabua,22.88585225,74.72513369,233,946,9,704
364,364,Katni,23.8339621,80.39245600000001,94,600,11,495
365,365,Khandwa,21.9778642,76.56882823,217,1164,26,921
366,366,Khargone,21.8187743,75.6064577,559,2281,33,1689
367,367,Mandla,22.68536625,80.58150562,109,364,5,250
368,368,Mandsaur,24.265130600000003,75.38718194,203,1118,14,901
369,369,Morena,26.166667,77.5,135,2246,17,2094
370,370,Narsinghpur,22.946704699999998,79.1980228,508,1047,6,533
371,371,Neemuch,24.63044655,75.18339615,321,1484,23,1140
372,372,Niwari,25.3124704,78.66785017,56,251,1,194
373,373,Panna,24.5,80.25,61,350,1,288
374,374,Raisen,23.25,78.083333,231,953,19,703
375,375,Rajgarh,23.87167135,76.7748902,161,1011,15,835
376,376,Ratlam,23.50195775,74.95284519,300,1464,29,1135
377,377,Rewa,24.75926685,81.65500021,340,1082,17,725
378,378,Sagar,23.80961225,78.75911361,328,1493,69,1096
379,379,Satna,24.5,81.0,192,832,22,618
