,Unnamed: 0,District,Latitude,longitude,ACTIVE CASES,CONFIRMED CASES,DECEASED CASES,RECOVERED CASES
0,0,Baksa,26.6935,91.5984,235,687,5,447
1,1,Barpeta,26.34142215,91.01674328,93,1121,4,1024
2,2,Biswanath,26.7773957,93.25694367,88,467,0,379
3,3,Bongaigaon,26.4800126,90.5580387,466,1303,3,834
4,4,Cachar,24.75863995,92.88166476,4585,6111,28,1498
5,5,Charaideo,27.06971635,95.06426298,5,113,3,105
6,6,Chirang,26.646423100000003,90.62415699,59,280,2,219
7,7,Darrang,26.75,92.5,225,1967,12,1730
8,8,Dhemaji,27.4668315,94.51786509,323,765,2,440
9,9,Dhubri,26.01894625,89.94188952,504,1723,4,1215
10,10,Dibrugarh,27.484459700000002,94.9019447,5623,8085,53,2409
11,11,Dima Hasao,25.40036255,93.07522923,38,237,0,199
12,12,Goalpara,26.178362300000003,90.6226683,38,658,1,568
13,13,Golaghat,26.40490095,94.03209112,954,2620,10,1656
14,14,Hailakandi,24.68845365,92.57381528,509,1632,7,1116
15,15,Hojai,26.00939085,92.84879014,478,1646,8,1160
16,16,Jorhat,26.757792499999997,94.2079645,3985,5754,17,1752
17,17,Kamrup,26.12755515,91.29987148,2496,4590,20,2074
18,18,Kamrup Metropolitan,26.13526375,91.86167063,22020,36695,76,14599
19,19,Karbi Anglong,26.0,93.5,72,632,8,552
20,20,Karimganj,24.8483482,92.33221292,222,1200,23,955
21,21,Kokrajhar,26.58687695,90.29293105,47,408,8,353
22,22,Lakhimpur,27.98506015,80.75384538,903,2040,2,1135
23,23,Majuli,27.02195285,94.32742303,84,165,1,80
24,24,Morigaon,26.257832500000003,92.3419427,79,638,2,557
25,25,Nagaon,26.30414915,92.71605974,1999,4515,10,2506
26,26,Nalbari,26.42386165,91.45122755,111,948,9,828
27,27,Sivasagar,26.9834936,94.63942259999999,46,529,10,473
28,28,Sonitpur,26.76777075,92.70140886,620,2351,4,1727
29,29,South Salmara Mankachar,25.760447199999998,89.89280611,4,51,0,47
30,30,Tinsukia,27.52016575,95.53063473,1545,3366,23,1798
31,31,Udalguri,26.776480300000003,92.10537534,88,758,4,666
32,32,West Karbi Anglong,25.85291415,92.58756812,1,39,1,37
33,33,Araria,26.26498795,87.37162648,790,4257,14,3453
34,34,Arwal,25.18077715,84.65920203,129,1525,7,1389
35,35,Aurangabad,19.877263,75.33902409999999,348,3266,8,2910
36,36,Banka,24.8655681,86.87278642,226,1982,8,1748
37,37,Begusarai,25.512719399999998,86.09057109,257,5847,23,5567
38,38,Bhagalpur,25.28669805,87.13225355,624,6577,53,5900
39,39,Bhojpur,25.25,84.25,170,3855,29,3656
40,40,Buxar,25.5620715,84.01567205,193,3199,10,2996
41,41,Darbhanga,26.08314325,86.03257097,368,2780,20,2392
42,42,East Champaran,26.646055100000005,84.9135447,520,5792,33,5239
43,43,Gaya,24.7964355,85.0079563,365,5132,44,4723
44,44,Gopalganj,26.4207265,84.37406407,519,3468,2,2947
45,45,Jamui,24.96785205,86.17351147,175,1850,6,1669
46,46,Jehanabad,25.15247135,85.00687849,222,2665,8,2435
47,47,Kaimur,24.97486435,83.57643905,120,1458,9,1329
48,48,Katihar,25.56090035,87.64765354,415,5166,11,4740
49,49,Khagaria,25.4916868,86.69910848,160,2508,9,2339
50,50,Kishanganj,26.29863795,87.95314811,289,2588,7,2292
51,51,Lakhisarai,25.1677029,86.05935924,337,2209,6,1866
52,52,Madhepura,25.9259562,86.82042961,345,2611,9,2257
53,53,Madhubani,26.350071999999997,86.22914689,461,5372,16,4895
54,54,Munger,25.22081165,86.51720367,165,2602,36,2401
55,55,Muzaffarpur,26.148658100000002,85.34001282,701,7043,29,6313
56,56,Nalanda,25.1364914,85.44365465,384,5088,37,4667
57,57,Nawada,24.818123999999997,85.51855623,240,2443,16,2187
58,58,Patna,25.609323899999996,85.1235252,1804,23993,188,22001
59,59,Purnia,25.777360100000003,87.4731227,670,5054,6,4378
60,60,Rohtas,24.93928775,84.01945449,306,4842,33,4503
61,61,Saharsa,25.83264165,86.61489283,554,4054,7,3493
62,62,Samastipur,25.7744929,85.86626813,309,3816,26,3481
63,63,Saran,25.90835495,84.78074761,472,4937,26,4439
64,64,Sheikhpura,25.12635425,85.81510621,162,1978,5,1811
65,65,Sheohar,26.49436945,85.2728056,92,929,1,836
66,66,Sitamarhi,26.5876547,85.5056744,260,3095,10,2825
67,67,Siwan,26.1310043,84.39125661,257,3306,19,3030
68,68,Supaul,23.7337,69.8597,407,3104,8,2689
69,69,Vaishali,25.75,85.416667,243,3799,27,3528
70,70,West Champaran,26.6919717,84.57969279999999,454,4199,16,3729
71,71,Chandigarh,30.7194022,76.7646552,2586,7542,89,4864
72,72,Balod,20.73218365,81.14335738,558,992,1,433
73,73,Baloda Bazar,21.57264595,82.43670692,517,1478,12,949
74,74,Balrampur,27.450480499999998,82.39541774,220,559,1,338
76,76,Bastar,19.11912825,81.82918649,639,1452,5,808
77,77,Bijapur,18.76904135,80.74151193,383,896,6,507
78,78,Bilaspur,28.868052600000002,79.29838501,2611,4143,59,1473
80,80,Dhamtari,20.7083903,81.54852530000001,508,910,2,400
81,81,Durg,21.19903535,81.39795456,3348,6085,53,2684
82,82,Gariaband,20.42857015,82.24698985,272,707,6,429
83,83,Janjgir Champa,21.967126399999998,82.66472425,1121,2280,13,1146
84,84,Jashpur,22.76678355,83.95304519,224,694,2,468
86,86,Kondagaon,19.588576899999996,81.6628742,300,645,1,344
87,87,Korba,22.51976955,82.62951462,476,1380,5,899
88,88,Koriya,23.43141435,82.31393341,449,839,7,383
89,89,Mahasamund,21.1882332,82.48484762,783,1260,15,462
90,90,Mungeli,22.0661098,81.6874282,356,672,0,316
91,91,Narayanpur,26.96392335,93.82558574,157,758,0,601
92,92,Raigarh,22.5,83.5,1548,3387,35,1804
93,93,Raipur,21.237946899999997,81.6336833,13105,21229,240,7884
94,94,Rajnandgaon,20.9727404,80.69155548,2544,4772,32,2196
95,95,Sukma,18.26654225,81.29252341,348,911,2,561
96,96,Surajpur,23.35151515,82.97290273,407,752,4,341
97,97,Surguja,22.94941835,83.16554915,501,1256,8,747
98,98,Uttar Bastar Kanker,20.1270026,80.98109349,427,1036,6,603
99,99,Gaurela Pendra Marwahi,23.0043821,82.05722809999999,102,140,0,38
100,100,Central Delhi,28.69854835,77.21939142,184,184,0,0
101,101,East Delhi,28.620476699999998,77.30918071,38,38,0,0
102,102,New Delhi,28.613895399999997,77.2090057,37,37,0,0
103,103,North Delhi,28.613895399999997,77.2090057,60,60,0,0
104,104,North East Delhi,28.72330795,77.26685651,25,25,0,0
105,105,North West Delhi,28.613895399999997,77.2090057,31,32,1,0
106,106,Shahdara,28.6733333,77.2890248,48,48,0,0
107,107,South Delhi,28.485169399999997,77.19637972,70,70,0,0
108,108,South East Delhi,28.544441100000004,77.27287302,130,130,0,0
109,109,South West Delhi,28.58644805,76.97915298,42,42,0,0
110,110,West Delhi,28.647951899999995,77.08556541,122,122,0,0
111,111,Dadra and Nagar Haveli,20.2735169,73.0043578,160,1314,1,1148
112,112,Daman,20.42000485,72.86376290000001,71,1132,1,1047
113,113,Diu,20.7137783,70.9853635,26,260,0,223
114,114,North Goa,15.60444125,74.00172406,1639,2668,65,964
115,115,South Goa,15.21961365,74.11528129999999,1978,3511,126,1407
116,116,Ahmedabad,23.0216238,72.5797068,4233,33553,1754,27566
117,117,Amreli,20.866667,70.75,369,1611,23,1219
118,118,Anand,22.5584995,72.96256290000001,87,922,16,819
119,119,Aravalli,16.629962900000002,81.6057455,106,489,24,359
120,120,Banaskantha,24.172056,72.431134,3,1375,20,1352
121,121,Bharuch,21.75,73.0,223,1837,14,1600
122,122,Bhavnagar,21.771883600000002,72.1416449,371,3403,49,2983
123,123,Botad,22.1686,71.6685,127,603,5,471
124,124,Chhota Udaipur,22.3048651,74.01261140000001,86,410,2,322
125,125,Dahod,22.8358542,74.2556782,303,1409,6,1100
126,126,Dang,20.8254,73.7007,26,78,0,52
127,127,Devbhumi Dwarka,22.2471009,68.9742446,69,413,4,340
128,128,Gandhinagar,23.223287699999997,72.6492267,453,2882,63,2366
129,129,Gir Somnath,20.8907001,70.40252659999999,184,1150,16,950
130,130,Jamnagar,22.4732415,70.0552102,325,4048,29,3694
131,131,Junagadh,21.5174104,70.4642754,278,2155,29,1848
132,132,Kheda,22.75,72.833333,69,1087,16,1002
133,133,Kutch,23.7337,69.8597,379,1575,31,1165
134,134,Mahisagar,23.1916967,73.6626353,100,729,3,626
135,135,Mehsana,23.588,72.3693,601,1906,29,1276
136,136,Morbi,22.817666199999998,70.8345928,282,1235,15,938
137,137,Narmada,22.6737188,77.5795269,100,764,0,664
138,138,Navsari,20.952407,72.9323831,120,1030,6,904
139,139,Panchmahal,28.6271026,77.31016494,371,1824,17,1436
140,140,Patan,23.77405735,71.68373466,132,1301,39,1130
141,141,Porbandar,21.6409,69.611,12,370,4,354
142,142,Rajkot,22.3051991,70.80283349999999,2080,6546,112,4354
143,143,Sabarkantha,24.0294885,73.04598840000001,187,852,10,655
144,144,Surat,21.1702,72.8311,2605,23985,686,20694
145,145,Surendranagar,22.75,71.666667,378,1410,11,1021
146,146,Tapi,21.1787195,75.44245,10,454,4,440
147,147,Vadodara,22.2973142,73.1942567,1457,9694,146,8091
148,148,Valsad,20.4324018,73.14117156,77,1074,10,987
149,149,Bilaspur,28.868052600000002,79.29838501,183,496,1,312
150,150,Chamba,32.5534,76.1258,178,627,5,440
151,151,Hamirpur,25.75,80.0,169,734,5,560
152,152,Kangra,32.166667,76.25,570,1433,14,849
153,153,Kinnaur,31.586346000000002,78.3968441,44,121,0,77
154,154,Kullu,32.00186325,77.3789964,119,383,1,263
155,155,Lahaul and Spiti,32.5038495,77.58227188,11,19,0,8
156,156,Mandi,33.8688299,74.31880473,369,763,8,386
157,157,Shimla,31.104152600000003,77.17097290000001,242,583,11,323
158,158,Sirmaur,30.75,77.5,286,1195,4,905
159,159,Solan,30.92589585,77.08200509,709,2072,15,1345
160,160,Una,31.4685,76.2708,316,803,8,479
161,161,Ambala,30.3843674,76.770421,1152,5641,57,4432
162,162,Bhiwani,28.793170299999996,76.1391283,337,1927,19,1571
163,163,Charkhi Dadri,28.591993300000002,76.2719817,98,351,1,252
164,164,Faridabad,28.402836999999998,77.30856259999999,1767,15562,188,13607
165,165,Fatehabad,27.02766825,78.20743411,535,1475,21,919
166,166,Gurugram,28.4646148,77.0299194,2167,14924,145,12612
167,167,Hisar,29.168807,75.7461103,904,3610,30,2676
169,169,Jhajjar,28.5336844,76.68981212,463,1845,19,1363
170,170,Jind,29.5,76.25,550,1253,12,691
171,171,Kaithal,29.74477075,76.35092772,502,1722,21,1199
172,172,Karnal,29.6803266,76.98962540000001,1743,5165,65,3357
173,173,Kurukshetra,29.969374699999996,76.8482787,1574,3470,61,1835
174,174,Mahendragarh,28.25,76.166667,532,2451,3,1916
175,175,Nuh,28.09734515,77.05085582,164,954,16,774
176,176,Palwal,28.12502575,77.35831301,173,1903,14,1716
177,177,Panchkula,30.61621645,77.04197804,1284,3990,41,2665
178,178,Panipat,29.391275300000004,76.97716750000001,1737,5586,59,3790
179,179,Rewari,28.1956468,76.6165179,623,4429,26,3780
180,180,Rohtak,28.9010899,76.58019350000001,850,3978,44,3084
181,181,Sirsa,29.583333000000003,75.083333,843,2308,33,1432
182,182,Sonipat,29.003314399999997,77.0167323,837,5830,41,4952
183,183,Yamunanagar,30.2112003,77.28638972,611,2741,40,2090
184,184,Bokaro,23.69912795,85.99106894,449,3050,19,2582
185,185,Chatra,24.20162495,84.87817692,275,1005,5,725
186,186,Deoghar,24.4766423,86.60673245,258,1734,14,1462
187,187,Dhanbad,23.795280899999998,86.43096379999999,885,3938,44,3009
188,188,Dumka,24.2538512,87.30064714,210,803,6,587
189,189,East Singhbhum,22.5,85.5,3137,10545,238,7170
190,190,Garhwa,24.15529035,83.82522584,132,1485,7,1346
191,191,Giridih,24.25,85.916667,370,2597,9,2218
192,192,Godda,24.74334305,87.29285062,93,1000,4,903
193,193,Gumla,23.091674100000002,84.57384807,408,1232,2,822
194,194,Hazaribagh,23.9675151,85.43884569,769,2571,21,1781
195,195,Jamtara,23.9232867,86.77353494,51,542,1,490
196,196,Khunti,23.10018105,85.34545936,283,1094,3,808
197,197,Koderma,24.493123899999997,85.55608107,677,2126,17,1432
198,198,Latehar,23.74186545,84.51301367,219,1194,1,974
199,199,Lohardaga,23.46920055,84.73568423,129,776,5,642
200,200,Pakur,24.6379064,87.85569620000001,67,574,1,506
201,201,Palamu,23.916667,84.083333,153,2015,7,1855
202,202,Ramgarh,24.51772525,87.26258572,958,2769,14,1797
203,203,Ranchi,23.3700354,85.3250132,3638,12793,89,9066
204,204,Sahibganj,25.2820998,87.61850784,178,1021,9,834
205,205,Saraikela-Kharsawan,22.7464225,85.91689291,778,1982,6,1198
206,206,Simdega,22.666432500000003,84.55026791,323,1299,4,972
207,207,West Singhbhum,22.5,85.5,404,2315,16,1895
208,208,Anantnag,33.74610995,75.18544753,676,2848,53,2119
209,209,Bandipora,34.4563234,74.68249998,796,2710,28,1886
210,210,Baramulla,34.20500565,74.36221081,873,3399,112,2414
211,211,Budgam,34.04796585,74.74413978,1226,3580,70,2284
212,212,Doda,33.177430699999995,75.56752282,329,732,9,394
213,213,Ganderbal,34.2880611,75.03058171,539,2025,25,1461
214,214,Jammu,32.7185614,74.8580917,5258,7947,85,2604
215,215,Kathua,32.583333,75.5,404,1285,11,870
216,216,Kishtwar,33.2761171,75.81692388,310,565,1,254
217,217,Kulgam,33.66980055,75.01480232,126,2069,40,1903
218,218,Kupwara,34.6110236,74.23847867,940,2784,56,1788
219,219,Mirpur,33.1486351,73.7482102,0,0,0,0
220,220,Muzaffarabad,34.3734751,73.4702407,0,0,0,0
221,221,Pulwama,33.89829355,74.89634094,439,3119,60,2620
222,222,Punch,33.702939,74.24990152,415,821,6,400
223,223,Rajouri,33.3772495,74.3132332,521,1364,15,828
224,224,Ramban,33.211637100000004,75.20509891,140,794,1,653
225,225,Reasi,33.06910315,74.83786982,212,570,3,355
226,226,Samba,32.553,75.1108,409,1037,8,620
228,228,Srinagar,34.07474439999999,74.82044429999999,1921,11498,248,9329
229,229,Udhampur,33.0,75.166667,579,1398,4,815
230,230,Bagalkote,16.1853166,75.69679190000001,1223,8058,85,6750
231,231,Ballari,15.2485413,76.8323648,4492,26152,338,21322
232,232,Belagavi,15.857266599999999,74.5069343,3131,16051,237,12683
233,233,Bengaluru Rural,13.18077825,77.34174237,1387,6359,56,4916
234,234,Bengaluru Urban,12.94514225,77.55364499999999,40929,167183,2391,123862
235,235,Bidar,17.9104,77.5199,577,5362,143,4638
236,236,Chamarajanagara,11.9238058,76.9393558,360,2942,52,2519
237,237,Chikkaballapura,13.435870199999998,77.7312434,1003,5601,70,4527
238,238,Chikkamagaluru,13.5,75.5,1451,5900,98,4351
239,239,Chitradurga,14.2266443,76.4005122,1188,4702,33,3481
240,240,Dakshina Kannada,12.82225975,75.22560111,3705,16959,437,12815
241,241,Davanagere,14.4661266,75.9206361,2557,12753,225,9971
242,242,Dharwad,15.454050500000001,75.0066516,2349,14309,415,11545
243,243,Gadag,15.4263647,75.63007859999999,1177,7359,105,6077
244,244,Hassan,13.007081699999999,76.0992703,2834,11530,231,8465
245,245,Haveri,14.787482500000001,75.39967309999999,1551,6402,126,4725
246,246,Kalaburagi,17.166667,77.083333,2318,14217,242,11657
247,247,Kodagu,12.3822808,75.66523534,310,1908,26,1572
248,248,Kolar,13.1369996,78.1339606,756,4409,73,3580
249,249,Koppal,15.3484144,76.15474209999999,1746,8802,186,6870
250,250,Mandya,12.5238888,76.89619609999998,2215,8015,86,5714
251,251,Mysuru,12.3051828,76.6553609,7020,25086,576,17490
252,252,Raichur,16.083333,77.166667,1563,9227,119,7545
253,253,Ramanagara,12.7252766,77.2804797,622,4180,38,3520
254,254,Shivamogga,13.9311723,75.569737,3094,11917,197,8626
255,255,Tumakuru,13.3400771,77.1006208,2428,8892,185,6279
256,256,Udupi,13.3419169,74.74732320000001,1902,13920,129,11889
257,257,Uttara Kannada,14.72447415,74.64223734,1880,6812,80,4852
258,258,Vijayapura,16.666667,75.916667,632,7720,133,6955
259,259,Yadgir,16.7689044,77.13803809999999,1415,6788,46,5327
260,260,Alappuzha,9.48870715,76.41521381,1929,7671,18,5718
261,261,Ernakulam,9.982566499999999,76.2990313,2867,8797,46,5876
262,262,Idukki,9.849787199999998,76.97979140000001,482,2233,3,1747
263,263,Kannur,11.876225400000001,75.37380429999999,1930,5832,36,3864
264,264,Kasaragod,12.42171305,75.19044977,2155,7069,37,4874
265,265,Kollam,8.8879509,76.5955013,2268,6715,26,4418
266,266,Kottayam,9.6287383,76.64553257,2109,5998,3,3886
267,267,Kozhikode,11.2586082,75.7788735,2172,8229,42,6010
268,268,Malappuram,11.10684475,76.1099551,2782,12357,35,9534
269,269,Palakkad,10.769198900000001,76.6512469,1298,6075,7,4768
270,270,Pathanamthitta,9.27854005,76.97405943,1266,4684,3,3413
271,271,Thiruvananthapuram,8.5241122,76.9360573,5013,20878,140,15701
272,272,Thrissur,10.5256264,76.21325420000001,2061,6591,25,4501
273,273,Wayanad,11.715219,76.12690295,472,2011,5,1534
274,274,Kargil,34.420542600000005,75.64677563,376,1456,23,1057
275,275,Leh,34.1642029,77.5848133,465,1838,16,1357
276,276,Lakshadweep,10.883277099999999,72.8171069,0,0,0,0
277,277,Ahmednagar,19.1627725,74.8580243,6278,28205,423,21504
278,278,Akola,20.7618624,77.19217163,1568,5160,175,3416
279,279,Amravati,21.15454115,77.64429618,2493,8051,176,5382
280,280,Aurangabad,19.877263,75.33902409999999,6468,28737,753,21516
281,281,Beed,18.9904059,75.7542291,2024,6620,184,4412
282,282,Bhandara,27.6042854,84.64526208,1700,2747,32,1015
283,283,Buldhana,20.583333,76.416667,1653,5022,92,3277
284,284,Chandrapur,26.21231825,91.89620685,2823,5345,52,2470
285,285,Dhule,21.13050145,74.47891181,2343,10678,278,8055
286,286,Gadchiroli,19.75907035,80.16228073,255,1162,2,905
287,287,Gondia,21.455227999999998,80.19627290000001,1389,3038,31,1618
288,288,Hingoli,19.54140965,77.17376601,502,1991,44,1445
289,289,Jalgaon,20.84351185,75.52592659,9126,36009,1010,25873
290,290,Jalna,19.918232800000002,75.86862469,1833,5847,167,3847
291,291,Kolhapur,16.702841199999998,74.2405329,9193,32137,914,22030
292,292,Latur,18.35146855,76.75512122,4400,12154,346,7408
293,293,Mumbai,18.9387711,72.8353355,29176,167656,8109,130016
294,294,Mumbai Suburban,19.13095765,72.88593095,0,0,0,0
295,295,Nagpur,21.1498134,79.0820556,21727,48903,1283,25889
296,296,Nanded,19.17257215,77.29141237,5707,11192,301,5184
297,297,Nandurbar,21.36599895,74.28400358,1137,3868,98,2633
298,298,Nashik,20.0112475,73.79023640000001,12084,53684,1043,40557
299,299,Osmanabad,18.16984395,76.11796321,2304,8450,227,5919
300,300,Palghar,19.68086385,72.82537343,5455,30493,708,24330
301,301,Parbhani,19.29031365,76.60290343,1408,3959,126,2425
302,302,Pune,18.6452489,73.92318564,75610,228416,4754,148052
303,303,Raigad,18.4928092,73.13807095,10339,40438,916,29181
304,304,Ratnagiri,17.2826079,73.45697870000001,2457,5945,182,3306
305,305,Sangli,16.8502534,74.5948885,9556,23856,715,13585
306,306,Satara,17.63612885,74.29827808,8263,23409,577,14567
307,307,Sindhudurg,16.1357193,73.6522086,1116,2336,40,1180
308,308,Solapur,17.84990665,75.27632027,6679,26496,940,18876
309,309,Thane,19.1943294,72.97017790000001,28768,154994,4134,122091
310,310,Wardha,20.82562315,78.6131455,1159,2151,24,967
311,311,Washim,20.28792095,77.23606281,669,2656,48,1938
312,312,Yavatmal,20.15,78.35,1590,4916,111,3215
313,313,East Garo Hills,25.61849455,90.63421622,17,104,0,87
314,314,East Jaintia Hills,25.25157605,92.48405007,146,181,0,35
315,315,East Khasi Hills,25.40568085,91.83546771,994,2248,19,1235
316,316,North Garo Hills,25.8619841,90.70177049,12,31,0,19
318,318,South Garo Hills,25.347969,90.56577726,20,37,0,17
319,319,South West Garo Hills,25.4480527,89.9987853,9,23,0,14
320,320,South West Khasi Hills,25.330722100000003,91.32645014,5,6,0,1
321,321,West Garo Hills,25.60780175,90.20380106,211,564,1,352
322,322,West Jaintia Hills,25.4425965,92.29882747,13,40,0,27
323,323,West Khasi Hills,25.58173695,91.28910306,14,65,1,50
324,324,Bishnupur,24.56246365,93.80124837,228,288,2,58
325,325,Chandel,24.3197442,94.02109882,105,113,4,4
326,326,Churachandpur,24.378704,93.6970015,391,451,2,58
